date,close,volume
2008-11-26,1843.490,45565600.000
2008-11-27,1870.470,88008300.000
2008-11-28,1829.920,51590700.000
2008-12-01,1864.200,48386300.000
2008-12-02,1868.630,61350200.000
2008-12-03,1952.670,85019100.000
2008-12-04,1982.930,119183000.000
2008-12-05,2013.180,74366300.000
2008-12-08,2095.040,107607000.000
2008-12-09,2040.850,92509800.000
2008-12-10,2096.390,83271100.000
2008-12-11,2046.340,73556200.000
2008-12-12,1960.380,67387300.000
2008-12-15,1975.030,50451100.000
2008-12-16,1994.450,47924900.000
2008-12-17,2001.420,58685200.000
2008-12-18,2045.100,58429200.000
2008-12-19,2052.110,63311200.000
2008-12-22,2017.550,52949500.000
2008-12-23,1918.950,63590500.000
2008-12-24,1887.070,44201800.000
2008-12-25,1870.770,39916800.000
2008-12-26,1862.100,34560900.000
2008-12-29,1854.760,35986900.000
2008-12-30,1833.440,37584600.000
2008-12-31,1817.720,35631400.000
2009-01-05,1882.960,48187000.000
2009-01-06,1942.800,70974100.000
2009-01-07,1931.180,59702200.000
2009-01-08,1887.990,53446500.000
2009-01-09,1918.360,47407200.000
2009-01-12,1920.690,54234200.000
2009-01-13,1876.190,49818100.000
2009-01-14,1955.240,59283200.000
2009-01-15,1954.870,78943600.000
2009-01-16,1990.210,96538600.000
2009-01-19,2012.460,81948200.000
2009-01-20,2025.190,53259300.000
2009-01-21,2021.710,64117400.000
2009-01-22,2044.550,58862000.000
2009-01-23,2032.680,57504100.000
2009-02-02,2057.060,51453900.000
2009-02-03,2108.910,87640300.000
2009-02-04,2166.410,100888000.000
2009-02-05,2150.970,115100000.000
2009-02-06,2237.280,106665000.000
2009-02-09,2296.670,129524000.000
2009-02-10,2326.750,116295000.000
2009-02-11,2331.140,147577000.000
2009-02-12,2318.340,119826000.000
2009-02-13,2399.060,140410000.000
2009-02-16,2462.250,152347000.000
2009-02-17,2385.290,141015000.000
2009-02-18,2275.840,115422000.000
2009-02-19,2298.410,90853900.000
2009-02-20,2344.320,86632100.000
2009-02-23,2410.480,109465000.000
2009-02-24,2301.850,127018000.000
2009-02-25,2304.250,107878000.000
2009-02-26,2190.190,102200000.000
2009-02-27,2140.490,87076400.000
2009-03-02,2164.670,62746200.000
2009-03-03,2142.150,66167300.000
2009-03-04,2285.150,110750000.000
2009-03-05,2304.920,131987000.000
2009-03-06,2286.580,85965400.000
2009-03-09,2202.530,86555900.000
2009-03-10,2240.780,56660400.000
2009-03-11,2220.380,70838700.000
2009-03-12,2215.700,55700100.000
2009-03-13,2205.420,54083100.000
2009-03-16,2241.610,48773900.000
2009-03-17,2322.400,92980500.000
2009-03-18,2332.650,101870000.000
2009-03-19,2382.560,97318800.000
2009-03-20,2379.840,109397000.000
2009-03-23,2439.400,116313000.000
